YEAR,DISTRICT, INJURED, KILLED 
2017,EAST DELHI,2,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,WEST DELHI,0,1
2017,SOUTH DELHI,1,0
2017,EAST DELHI,1,0
2017,NEW DELHI,3,0
2017,NEW DELHI,1,0
2017,WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,NEW DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,2,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,2,0
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,0,1
2017,WEST DELHI,1,0
2017,WEST DELHI,1,1
2017,NORTH EAST DELHI,3,0
2017,EAST DELHI,2,0
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,2,0
2017,NORTH DELHI(ROHINI),1,1
2017,NORTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,2,0
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH WEST DELHI,4,0
2017,SOUTH WEST DELHI,3,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH EAST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NEW DELHI,3,0
2017,NEW DELHI,0,1
2017,NEW DELHI,1,0
2017,SOUTH EAST DELHI,2,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,SHAHDARA,1,0
2017,EAST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,WEST DELHI,1,0
2017,WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),2,0
2017,NORTH DELHI(ROHINI),1,0
2017,EAST DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,1
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,4,0
2017,SOUTH WEST DELHI,4,1
2017,WEST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,SHAHDARA,2,0
2017,WEST DELHI,0,1
2017,WEST DELHI,0,1
2017,WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),2,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,2,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,1
2017,NORTH WEST DELHI,2,0
2017,NORTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,2,1
2017,EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,CENTRAL DELHI,1,0
2017,NORTH WEST DELHI,1,1
2017,NEW DELHI,0,1
2017,NEW DELHI,1,0
2017,NEW DELHI,0,1
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,4,0
2017,SHAHDARA,0,1
2017,SOUTH EAST DELHI,1,1
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH EAST DELHI,0,1
2017,NORTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,2,0
2017,SOUTH EAST DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH DELHI,0,1
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,0,0
2017,CENTRAL DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,0
2017,NEW DELHI,2,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,NORTH WEST DELHI,1,1
2017,CENTRAL DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,0,0
2017,NORTH DELHI(ROHINI),1,0
2017,NEW DELHI,1,0
2017,NEW DELHI,2,0
2017,NORTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,2,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,NEW DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,2,0
2017,NORTH WEST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,CENTRAL DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,NEW DELHI,2,0
2017,NEW DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),4,1
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,CENTRAL DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,2,0
2017,CENTRAL DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,1,0
2017,EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,NORTH WEST DELHI,2,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,2,0
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH EAST DELHI,2,0
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,NEW DELHI,2,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,1,0
2017,NEW DELHI,2,0
2017,NEW DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,2,0
2017,SOUTH DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,NEW DELHI,0,0
2017,NORTH WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),0,1
2017,SHAHDARA,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SHAHDARA,1,0
2017,NORTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,2,0
2017,SOUTH WEST DELHI,1,0
2017,EAST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,NORTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NEW DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,SOUTH WEST DELHI,2,0
2017,SOUTH EAST DELHI,3,0
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,1
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,1
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,SHAHDARA,0,1
2017,SHAHDARA,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,2,0
2017,NORTH WEST DELHI,1,1
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,0,1
2017,WEST DELHI,2,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,0,1
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,CENTRAL DELHI,2,0
2017,SOUTH WEST DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,EAST DELHI,1,0
2017,NEW DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,2,0
2017,SHAHDARA,1,0
2017,SOUTH WEST DELHI,1,0
2017,CENTRAL DELHI,2,0
2017,SOUTH DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,WEST DELHI,1,1
2017,WEST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,1,1
2017,NEW DELHI,4,0
2017,NEW DELHI,1,0
2017,EAST DELHI,0,1
2017,NORTH WEST DELHI,2,1
2017,NEW DELHI,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,EAST DELHI,0,1
2017,EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NORTH DELHI(ROHINI),2,0
2017,EAST DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,8,0
2017,NORTH EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SHAHDARA,1,0
2017,WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,EAST DELHI,0,1
2017,WEST DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,SHAHDARA,2,0
2017,SOUTH DELHI,1,0
2017,SHAHDARA,1,0
2017,WEST DELHI,2,0
2017,NORTH DELHI(ROHINI),2,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,0,0
2017,WEST DELHI,1,0
2017,WEST DELHI,2,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,CENTRAL DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,3,0
2017,NORTH DELHI(ROHINI),3,1
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,CENTRAL DELHI,0,1
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,0,1
2017,NORTH EAST DELHI,3,0
2017,SOUTH DELHI,1,0
2017,SHAHDARA,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,WEST DELHI,0,1
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,2,0
2017,NORTH DELHI(ROHINI),1,1
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,0,1
2017,NORTH EAST DELHI,1,0
2017,SHAHDARA,1,0
2017,CENTRAL DELHI,0,1
2017,CENTRAL DELHI,1,1
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,SHAHDARA,1,0
2017,WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH EAST DELHI,2,0
2017,NORTH DELHI(ROHINI),2,0
2017,NORTH DELHI(ROHINI),0,1
2017,CENTRAL DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,NEW DELHI,0,1
2017,SOUTH WEST DELHI,1,1
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH EAST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,NORTH EAST DELHI,3,0
2017,SOUTH EAST DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH WEST DELHI,0,1
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NEW DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),0,2
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH EAST DELHI,0,1
2017,CENTRAL DELHI,0,1
2017,SOUTH DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH WEST DELHI,2,0
2017,EAST DELHI,0,1
2017,EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,SHAHDARA,2,0
2017,NORTH DELHI(ROHINI),1,1
2017,NORTH DELHI(ROHINI),1,0
2017,EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,0,1
2017,CENTRAL DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,NORTH WEST DELHI,3,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,SOUTH DELHI,0,1
2017,NORTH DELHI(ROHINI),2,0
2017,WEST DELHI,3,1
2017,NEW DELHI,4,0
2017,WEST DELHI,0,1
2017,SOUTH EAST DELHI,0,1
2017,NEW DELHI,6,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,0,0
2017,NEW DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,1
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,0,1
2017,EAST DELHI,0,1
2017,NEW DELHI,1,0
2017,NEW DELHI,1,0
2017,SHAHDARA,1,1
2017,NORTH DELHI(ROHINI),0,1
2017,EAST DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,NORTH EAST DELHI,2,0
2017,CENTRAL DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,2,0
2017,SOUTH EAST DELHI,0,0
2017,WEST DELHI,1,0
2017,NORTH EAST DELHI,1,1
2017,EAST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,WEST DELHI,1,1
2017,NEW DELHI,1,0
2017,WEST DELHI,1,1
2017,CENTRAL DELHI,1,0
2017,SOUTH DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,NEW DELHI,2,0
2017,NORTH EAST DELHI,1,0
2017,SHAHDARA,2,1
2017,NORTH DELHI(ROHINI),1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,SHAHDARA,2,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,2,0
2017,EAST DELHI,0,1
2017,EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,1,0
2017,WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,CENTRAL DELHI,1,0
2017,NORTH WEST DELHI,0,1
2017,NORTH EAST DELHI,1,0
2017,NORTH WEST DELHI,2,0
2017,NORTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,2,0
2017,SHAHDARA,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH DELHI,1,0
2017,SHAHDARA,0,1
2017,WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH EAST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,1
2017,NORTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH WEST DELHI,0,1
2017,NEW DELHI,1,0
2017,NEW DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH WEST DELHI,2,1
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,EAST DELHI,4,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,1,1
2017,NEW DELHI,1,0
2017,NORTH DELHI(ROHINI),2,0
2017,SOUTH EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,NEW DELHI,1,0
2017,NORTH DELHI(ROHINI),2,0
2017,SOUTH WEST DELHI,1,0
2017,CENTRAL DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,SOUTH EAST DELHI,0,1
2017,NORTH DELHI(ROHINI),4,0
2017,NORTH DELHI(ROHINI),3,0
2017,CENTRAL DELHI,1,0
2017,WEST DELHI,0,1
2017,SOUTH DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,SHAHDARA,0,1
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,NEW DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),2,0
2017,NORTH EAST DELHI,2,1
2017,WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NORTH WEST DELHI,1,0
2017,NEW DELHI,1,1
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,1,0
2017,NEW DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,SHAHDARA,1,0
2017,NEW DELHI,0,1
2017,NORTH WEST DELHI,1,1
2017,NORTH EAST DELHI,1,0
2017,EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,WEST DELHI,1,0
2017,SOUTH DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SOUTH EAST DELHI,0,1
2017,NORTH WEST DELHI,0,1
2017,CENTRAL DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH EAST DELHI,3,0
2017,NORTH WEST DELHI,4,0
2017,SOUTH DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,1,1
2017,CENTRAL DELHI,1,0
2017,SHAHDARA,0,1
2017,SOUTH WEST DELHI,0,1
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,NEW DELHI,2,0
2017,NORTH DELHI(ROHINI),0,1
2017,SOUTH DELHI,1,0
2017,EAST DELHI,2,0
2017,NEW DELHI,1,0
2017,SHAHDARA,1,0
2017,SHAHDARA,2,0
2017,NEW DELHI,0,0
2017,EAST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),2,0
2017,NORTH EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,WEST DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,WEST DELHI,2,0
2017,CENTRAL DELHI,1,0
2017,EAST DELHI,1,0
2017,WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SOUTH WEST DELHI,1,0
2017,NEW DELHI,1,0
2017,SHAHDARA,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,2,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SHAHDARA,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,0
2017,CENTRAL DELHI,1,1
2017,CENTRAL DELHI,0,1
2017,NORTH DELHI(ROHINI),1,0
2017,SHAHDARA,2,0
2017,SHAHDARA,1,0
2017,WEST DELHI,1,0
2017,EAST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,1
2017,SOUTH EAST DELHI,2,0
2017,NEW DELHI,1,0
2017,NEW DELHI,0,1
2017,NEW DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH WEST DELHI,1,0
2017,SOUTH WEST DELHI,1,0
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
2017,NEW DELHI,2,0
2017,SOUTH WEST DELHI,0,1
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH DELHI(ROHINI),1,0
2017,NORTH DELHI(ROHINI),0,1
2017,WEST DELHI,1,0
2017,CENTRAL DELHI,1,0
2017,NEW DELHI,2,0
2017,NORTH DELHI(ROHINI),0,1
2017,NORTH WEST DELHI,1,0
2017,NORTH DELHI(ROHINI),1,0
2017,SHAHDARA,2,0
2017,NORTH DELHI(ROHINI),1,1
2017,CENTRAL DELHI,0,1
2017,SOUTH EAST DELHI,1,0
2017,SOUTH WEST DELHI,0,1
